taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,Phylum,Class,Order,Family,Genus,Species,Cultured,Habitat,Genome Size   * assembled,Gene Count   * assembled
2860319591,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Methanococcus maripaludis A4,DOE Joint Genome Institute (JGI),2860319591,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis,Yes,,1740866,1904
2522125037,Archaea,Permanent Draft,"Hot spring microbial communities from Yellowstone National Park, US",Acidilobus-DT1-r01,DOE Joint Genome Institute (JGI),2522125037,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,unclassified,Yes,,1548506,1765
2596583691,Archaea,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera","Halobacterium salinarum R1, DSM 671",DOE Joint Genome Institute (JGI),2596583691,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium salinarum,Yes,,2510340,2684
646311959,Archaea,Finished,LGT in Sulfolobus islandicus,Sulfolobus islandicus L.D.8.5,DOE Joint Genome Institute (JGI),646311959,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Yes,Fresh water,2748647,2996
2548876770,Archaea,Permanent Draft,"Study the patterns of natural variation and gene flow, as well as virus-host coevolution in thermophilic Archaea",Sulfolobus islandicus M.16.12,University of Illinois,2548876770,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Yes,,2680814,3135
2684622701,Archaea,Permanent Draft,Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park,Sulfolobus acidocaldarius GG12-C01-07,"University of Illinois, Urbana-Champaign",2684622701,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Yes,,2220235,2446
2681812991,Archaea,Permanent Draft,Thermocladium modestius JCM 10088,Thermocladium modestius JCM 10088,University of Tokyo,2681812991,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Thermocladium,Thermocladium modestius,Yes,,1905158,4071
2681813010,Archaea,Permanent Draft,Vulcanisaeta genome project - The University of Tokyo,Vulcanisaeta distributa JCM 11215,University of Tokyo,2681813010,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta,Vulcanisaeta distributa,Yes,,2412278,4839
2681812914,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Haladaptatus litoreus CGMCC 1.7737,DOE Joint Genome Institute (JGI),2681812914,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haladaptatus,Haladaptatus litoreus,Yes,,4671707,5136
2639762994,Archaea,Finished,Methanogenic archaea and the global carbon cycle UIUC,Methanosarcina mazei WWM610,"University of Illinois, Urbana-Champaign",2639762994,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,4096482,3557
2681813013,Archaea,Permanent Draft,Vulcanisaeta genome project - The University of Tokyo,Vulcanisaeta souniana JCM 11219,University of Tokyo,2681813013,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta,Vulcanisaeta souniana,Yes,,2427303,4320
2558860120,Archaea,Permanent Draft,The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.,Methanobrevibacter wolinii SH,DOE Joint Genome Institute (JGI),2558860120,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter wolinii,Yes,Rumen,2041814,1747
2660238475,Archaea,Permanent Draft,"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA",Methanosarcina mazei 3.F.A.2.5,"University of Illinois, Urbana-Champaign",2660238475,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,4063523,3552
2914292662,Archaea,Finished,Halostella pelagica DL-M4 genome sequencing,Halostella pelagica DL-M4,Jiangsu University,2914292662,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halostella,Halostella pelagica,Yes,Algae,3942449,4060
2802429654,Archaea,Permanent Draft,Halorubrum,Halorubrum ezzemoulense LG1,University of Connecticut,2802429654,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum ezzemoulense,Yes,,4249048,4642
2684622504,Archaea,Permanent Draft,Methanosarcina project at The University of Tokyo,Methanosarcina barkeri JCM 10043,University of Tokyo,2684622504,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina barkeri,Yes,,4436567,5773
2754412526,Archaea,Permanent Draft,"Subsurface microbial communities from deep shales in Ohio and West Virginia, USA",Methanohalophilus euhalobius WG1_MB,DOE Joint Genome Institute (JGI),2754412526,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,Methanohalophilus euhalobius,Yes,,1978025,2157
2883654234,Archaea,Permanent Draft,Halosimplex sp. YPL4 genome sequencing,Halosimplex sp. YPL4,Jiangsu Universiry,2883654234,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halosimplex,Halosimplex sp. YPL4,Yes,,5072893,4995
2508501019,Archaea,Permanent Draft,"Haloferax mediterranei R-4, ATCC 33500",Haloferax mediterranei R-4,San Diego State University,2508501019,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax mediterranei,Yes,Fresh water,3905749,4004
2597490337,Archaea,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Halobacterium salinarum DSM 3754,DOE Joint Genome Institute (JGI),2597490337,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium salinarum,Yes,Host,2364912,2481
640753029,Archaea,Finished,Ignicoccus hospitalis KIN4/I,"Ignicoccus hospitalis KIN4/I, DSM 18386",DOE Joint Genome Institute (JGI),640753029,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus hospitalis,Yes,"Aquatic, Hot spring, Hydrothermal vent, Marine",1297538,1496
2775506917,Archaea,Finished,Comparative genomics of isolates from deep and shallow subsurface biosphere,Methanobacterium subterraneum MO-MB1,Japan Agency for Marine-Earth Science and Technology,2775506917,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium subterraneum,Yes,,2506225,2501
2516143104,Archaea,Permanent Draft,A Comparative Genomics Investigation on Hydrogen Production from Cellulosic Materials and Starch by a Hyperthermophilic Archaeon,Desulfurococcus amylolyticus DSM 3822,DOE Joint Genome Institute (JGI),2516143104,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus amylolyticus,Yes,"Aquatic, Fresh water, Hot spring",1307099,1453
2681813019,Archaea,Permanent Draft,Genome sequencing of Sulfolobus sp. JCM 16833,Sulfolobus sp. JCM 16833,University of Tokyo,2681813019,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfuracidifex,Sulfuracidifex tepidarius,Yes,,2514405,3193
2518645576,Archaea,Finished,Candidatus Nitrosopumilus sediminis AR2,Candidatus Nitrosopumilus sediminis AR2,Chungbuk National University,2518645576,Thaumarchaeota,unclassified,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Candidatus Nitrosopumilus sediminis,Yes,,1690905,2014
2554235478,Archaea,Permanent Draft,Haloarchaeal genomes,Haloferax elongans ATCC BAA-1513,"University of California, Davis",2554235478,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax elongans,Yes,,3952136,3903
2913416594,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Methanolinea mesophila DSM 23604,DOE Joint Genome Institute (JGI),2913416594,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea,Methanolinea mesophila,Yes,,2662345,2613
641228496,Archaea,Finished,5 mesophilic methanococci Proposal # 0179-051115,Methanococcus maripaludis C6,DOE Joint Genome Institute (JGI),641228496,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis,Yes,"Fresh water, Sediment",1744193,1874
638154520,Archaea,Finished,Thermococcus kodakarensis KOD1,Thermococcus kodakarensis KOD1,"Association Nationale de la Recherche et de la Technologie (ANRT), Kyoto University",638154520,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus kodakarensis,Yes,Hydrothermal vent,2088737,2428
2516653088,Archaea,Permanent Draft,Genome of strain AmaM,Euryarchaeota sp. AmaM,"Hokkaido System Science Co.,Ltd.",2516653088,Euryarchaeota,unclassified,unclassified,unclassified,unclassified,unclassified,Yes,"Deep subsurface, Terrestrial",1523554,1680
2887782944,Archaea,Permanent Draft,Draft genome of Methanofollis tationis DSM 2702,Methanofollis tationis DSM 2702,National Chung Hsing University,2887782944,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanofollis,Methanofollis tationis,Yes,Mud,2248716,2412
2681813126,Archaea,Permanent Draft,"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA",Methanosarcina mazei 3.F.A.2.6,"University of Illinois, Urbana-Champaign",2681813126,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,4037688,3542
2913333627,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Methanococcus deltae DSM 2771,DOE Joint Genome Institute (JGI),2913333627,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis,Yes,,1752845,1913
2667527618,Archaea,Permanent Draft,"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA",Methanosarcina mazei YBM.H.A.1A.1,"University of Illinois, Urbana-Champaign",2667527618,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,4039778,3536
2617270917,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Halopelagius inordinatus CGMCC 1.7739,DOE Joint Genome Institute (JGI),2617270917,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halopelagius,Halopelagius inordinatus,Yes,,3529311,3666
2681813120,Archaea,Permanent Draft,"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA",Methanosarcina mazei 1.H.M.0.1,"University of Illinois, Urbana-Champaign",2681813120,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,4060306,3562
2667527687,Archaea,Permanent Draft,"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA",Methanosarcina mazei 1.H.M.2.1,"University of Illinois, Urbana-Champaign",2667527687,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,4180081,3697
2684622710,Archaea,Permanent Draft,Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park,Sulfolobus acidocaldarius GG12-C01-20,"University of Illinois, Urbana-Champaign",2684622710,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Yes,,2219220,2454
2524614823,Archaea,Permanent Draft,Haloarchaeal genomes,Halorubrum saccharovorum M6,"University of California, Davis",2524614823,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum saccharovorum,Yes,,3423703,3278
2537561868,Archaea,Permanent Draft,Haloferax sp. ATCC BAA-645,"Haloferax sp. GUBF-2, ATCC BAA-645","University of California, Davis",2537561868,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax sp. ATCC BAA-645,Yes,,3598205,3612
2660238307,Archaea,Finished,Rumen methanogens,Methanogenic archaeon ISO4-H5,AgResearch Limited,2660238307,Candidatus Thermoplasmatota,Thermoplasmata,unclassified,unclassified,unclassified,methanogenic archaeon ISO4-H5,Yes,,1937883,1890
2684622709,Archaea,Permanent Draft,Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park,Sulfolobus acidocaldarius GG12-C01-17,"University of Illinois, Urbana-Champaign",2684622709,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Yes,,2220644,2441
650716054,Archaea,Finished,Methanosaeta concilii GP-6,Methanothrix soehngenii GP-6,Clemson University,650716054,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,Methanothrix soehngenii,Yes,"Fresh water, Sludge, Wastewater",3026645,2900
2645727804,Archaea,Permanent Draft,Halopiger salifodinae Genome sequencing,Halopiger salifodinae KCY07-B2,Zhejiang University,2645727804,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halopiger,Halopiger salifodinae,Yes,,4346051,4341
2645727535,Archaea,Finished,Genome sequencing of Metallosphaera sedula strains to study arsenic resistance,Metallosphaera sedula ARS120-2,University of Nebraska-Lincoln,2645727535,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera,Metallosphaera sedula,Yes,,2191533,2440
2547132052,Archaea,Permanent Draft,"Pan-genome of Methanobrevibacter smithii, in twins",Methanobrevibacter smithii TS145A,Washington University in St. Louis,2547132052,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter smithii,Yes,"Host, Human intestinal microflora, Soil",1782572,1840
650716051,Archaea,Finished,Metallosphaera cuprina Ar-4,Metallosphaera cuprina Ar-4,Chinese Academy of Sciences,650716051,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera,Metallosphaera cuprina,Yes,"Aquatic, Fresh water, Hot spring",1840348,2077
2519899733,Archaea,Permanent Draft,Methanobacterium formicicum DSM 3637,Methanobacterium formicicum DSM 3637,University of Sevilla,2519899733,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium formicicum,Yes,,2684267,2568
2671180346,Archaea,Permanent Draft,"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA",Methanosarcina mazei 1.H.M.1A.1,"University of Illinois, Urbana-Champaign",2671180346,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,4079465,3581
2905020656,Archaea,Permanent Draft,Genome of Haloferax strains isolated from high-salt tide-pools,Halorubrum sp. Atlit-26R,Tel Aviv University,2905020656,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. Atlit-26R,Yes,,4140427,4620
2554235474,Archaea,Permanent Draft,Haloarchaeal genomes,Natronorubrum bangense JCM 10635,"University of California, Davis",2554235474,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,Natronorubrum bangense,Yes,"Aquatic, Fresh water, Sediment",4111275,4030
2510065009,Archaea,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),Caldisphaera lagunensis DSM 15908,DOE Joint Genome Institute (JGI),2510065009,Crenarchaeota,Thermoprotei,Acidilobales,Caldisphaeraceae,Caldisphaera,Caldisphaera lagunensis,Yes,"Aquatic, Hot spring",1546846,1591
2506520034,Archaea,Finished,"Completing the genomic survey of haloarchaeal genomes (revised), part 1",Halopiger xanaduensis SH-6,DOE Joint Genome Institute (JGI),2506520034,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halopiger,Halopiger xanaduensis,Yes,"Aquatic, Fresh water, Saline water, Sediment",4355268,4281
2554235424,Archaea,Finished,Methanomassiliicoccus sp. Mx1-Issoire Genome sequencing,Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,University of Auvergne,2554235424,Candidatus Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus,Candidatus Methanomassiliicoccus intestinalis,Yes,,1931651,1876
2651869823,Archaea,Permanent Draft,Haloarcula rubripromontorii SL3 genome sequencing,Haloarcula rubripromontorii SL3,UPR- Mayaguez,2651869823,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula rubripromontorii,Yes,,3970989,4113
2617270873,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Halorubrum aquaticum CGMCC 1.6377,DOE Joint Genome Institute (JGI),2617270873,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum aquaticum,Yes,,3184102,3172
2529293212,Archaea,Permanent Draft,Natronobacterium gregoryi SP2,Natronobacterium gregoryi SP2,The Singapore Centre on Environmental Life Sciences Engineering,2529293212,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronobacterium,Natronobacterium gregoryi,Yes,,3694030,3700
2758568024,Archaea,Finished,Thermococcales genome sequencing,Thermococcus siculi RG-20,Ecole Normale Superieure de Lyon,2758568024,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus siculi,Yes,,2029167,2209
646311943,Archaea,Finished,Methanobrevibacter ruminantium M1,Methanobrevibacter ruminantium M1,AgResearch Limited,646311943,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter ruminantium,Yes,Host,2937203,2283
643348540,Archaea,Finished,Desulfurococcus kamchatkensis 1221n,Desulfurococcus kamchatkensis 1221n,"Russian Academy of Science, Centre Bioengineering",643348540,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus amylolyticus,Yes,"Fresh water, Hot spring, Sediment",1365223,1521
2718217704,Archaea,Finished,Halanaeroarchaeum sulfurireducens M27-SA2,Halodesulfurarchaeum formicicum HTSR1,C.N.R. - Institute for Coastal Marine Environment (IAMC),2718217704,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halodesulfurarchaeum,Halodesulfurarchaeum formicicum,Yes,,1972283,2090
2645727603,Archaea,Permanent Draft,Nitrosopumilus sp. PRT-SC01 Genome sequencing,Nitrosopumilus sp. PRT-SC01,"University of California, San Diego",2645727603,Thaumarchaeota,unclassified,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp. PRT-SC01,Yes,,569907,789
2728369535,Archaea,Finished,Haloferax gibbonsii ARA6 Complete Genome,Haloferax gibbonsii ARA6,Federal University of Rio de Janeiro,2728369535,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax gibbonsii,Yes,,3918454,3980
2554235480,Archaea,Permanent Draft,Haloarchaeal genomes,Halorubrum arcis AJ201,"University of California, Davis",2554235480,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum arcis,Yes,"Aquatic, Fresh water",3382601,3302
2853959580,Archaea,Permanent Draft,Haloterrigena mahii H13,Haloterrigena mahii H13,National Chung Hsing University,2853959580,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Haloterrigena,Haloterrigena mahii,Yes,Soil,3794337,3953
2711768646,Archaea,Finished,Pyrococcus chitonophagus DSM 10152 genome sequencing,Pyrococcus chitonophagus DSM 10152,University of Athens,2711768646,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,unclassified,Yes,"Aquatic, Hot spring, Hydrothermal vent, Marine",1969648,2165
2529292733,Archaea,Permanent Draft,Halococcus hamelinensis 100A6,Halococcus hamelinensis 100A6,"University of California, Davis",2529292733,Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus hamelinensis,Yes,Saline water,3419074,3446
2554235491,Archaea,Permanent Draft,Haloarchaeal genomes,Halococcus thailandensis JCM 13552,"University of California, Davis",2554235491,Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus thailandensis,Yes,Host,4052434,4093
2690315681,Archaea,Permanent Draft,Haloarcula sp. strain K1 genome sequencing,Haloarcula sp. K1,Institute of Microbial Technology,2690315681,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sp. K1,Yes,,4331797,4443
2681813379,Archaea,Permanent Draft,Haloparvum sp.DYS4 genome sequencing,Haloparvum sedimenti DYS4,"Institute of Microbiology, Chinese Academy of Sciences",2681813379,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Haloparvum,Haloparvum sedimenti,Yes,,3243052,3536
2568526208,Archaea,Permanent Draft,Halobacteriaceae archaeon G22,Halobacteriaceae archaeon G22,"University of California, San Diego",2568526208,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Candidatus Halobonum,Candidatus Halobonum tyrrellensis,Yes,,3675087,3492
2684622722,Archaea,Permanent Draft,Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park,Sulfolobus acidocaldarius NG05B_C06_12,"University of Illinois, Urbana-Champaign",2684622722,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Yes,,2239117,2460
2684622505,Archaea,Permanent Draft,Genome sequencing of Methanobrevibacter arboriphilus JCM 13429,Methanobrevibacter arboriphilus JCM 13429,University of Tokyo,2684622505,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter arboriphilus,Yes,,2258745,3725
2554235466,Archaea,Permanent Draft,Halobiforma nitratireducens JCM 10879,Halobiforma nitratireducens JCM 10879,"University of California, Davis",2554235466,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halobiforma,Halobiforma nitratireducens,Yes,"Aquatic, Fresh water",3688747,3578
2791355072,Archaea,Permanent Draft,Halorubrum,Halorubrum sp. E3,University of Connecticut,2791355072,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. E3,Yes,,3265572,4425
2775506846,Archaea,Permanent Draft,Comparative genomics of Nitrosotalea,Nitrosotalea sinensis Nd2 NSIN,University of Vienna,2775506846,Thaumarchaeota,unclassified,unclassified,unclassified,Candidatus Nitrosotalea,Candidatus Nitrosotalea sinensis,Yes,,1597746,1920
2627853524,Archaea,Permanent Draft,Methanobrevibacter arboriphilus DH1,Methanobrevibacter arboriphilicus DH1,Goettingen Genomics Laboratory,2627853524,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter arboriphilus,Yes,Wood,2445031,2007
643348580,Archaea,Finished,Thermococcus onnurineus NA1,Thermococcus onnurineus NA1,Korea Institute of Ocean Science and Technology (KIOST),643348580,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus onnurineus,Yes,"Aquatic, Fresh water, Hot spring, Hydrothermal vent, Sediment",1847607,2027
2651869834,Archaea,Permanent Draft,Methanosarcina flavescens E03.2,Methanosarcina flavescens E03.2,"BioPara, Institute for general microbiology",2651869834,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina flavescens,Yes,,3256229,2904
2904988286,Archaea,Permanent Draft,Genome of Haloferax strains isolated from high-salt tide-pools,Haloferax sp. Atlit-48N,Tel Aviv University,2904988286,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax sp. Atlit-48N,Yes,,3620173,3704
2622736428,Archaea,Permanent Draft,Methanobrevibacter type strains,Methanobrevibacter woesei DSM 11979,Commonwealth Scientific and Industrial Research Organisation (CSIRO),2622736428,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter woesei,Yes,,1544134,1628
2740891997,Archaea,Permanent Draft,Natronolimnobius baerhuensis JCM 12253,Natronolimnobius baerhuensis JCM 12253,University of Tokyo,2740891997,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronolimnobius,Natronolimnobius baerhuensis,Yes,"Fresh water, Aquatic",3887816,5334
2773857858,Archaea,Finished,Thermococcales genome sequencing,Thermococcus celer Vu 13,Ecole Normale Superieure de Lyon,2773857858,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus celer,Yes,,1866819,2057
2636415503,Archaea,Finished,Thermococcus eurythermalis A501 Genome sequencing,Thermococcus eurythermalis A501,Shanghai Jiao Tong University,2636415503,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus eurythermalis,Yes,,2126164,2371
2811995048,Archaea,Finished,Pyrodictium delaneyi hulk genome sequencing,Pyrodictium delaneyi hulk,Michigan State University,2811995048,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrodictium,Pyrodictium delaneyi,Yes,Hydrothermal sediment,2042801,2150
2554235489,Archaea,Permanent Draft,Haloarchaeal genomes,Halorubrum kocurii JCM 14978,"University of California, Davis",2554235489,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum kocurii,Yes,"Aquatic, Fresh water, Host",3619738,3480
2582580504,Archaea,Permanent Draft,Haloterrigena jeotgali A29,Haloterrigena jeotgali A29,Korea Basic Science Institute (KBSI),2582580504,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Haloterrigena,Haloterrigena jeotgali,Yes,Fermented food product,4131621,4342
2547132157,Archaea,Permanent Draft,Thermococcus zilligii AN1,Thermococcus zilligii AN1,Korea Research Institute of Bioscience and Biotechnology,2547132157,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus zilligii,Yes,,1764559,1940
2693429900,Archaea,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Natronobacterium gregoryi DSM 3393,DOE Joint Genome Institute (JGI),2693429900,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronobacterium,Natronobacterium gregoryi,Yes,,3723468,3905
2660238643,Archaea,Permanent Draft,"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA",Methanosarcina mazei 2.F.A.2.3,"University of Illinois, Urbana-Champaign",2660238643,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,4070588,3576
2814123256,Archaea,Finished,Methanococcus maripaludis DSM 2067 genome sequencing,Methanococcus maripaludis DSM 2067,Goettingen Genomics Laboratory,2814123256,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis,Yes,Sediment,1714918,1871
